timestamp,elapsed_seconds,subject_id,trial_id,acc_x,acc_y,acc_z,bvp,eda,hr,temp,ibi
1595391789.47,0.0,subject_004,trial_001,10.0,58.87999725341797,29.87999725341797,57.489597473144535,2.0610660364847186,77.43410000085831,37.84,0.78125
1595391790.47,1.0,subject_004,trial_001,4.040000915527344,55.040000915527344,33.040000915527344,-7.164015197753907,2.0750925626363754,77.47350000143051,37.87,0.78125
1595391791.47,2.0,subject_004,trial_001,3.0,55.959999084472656,32.040000915527344,-43.709192199707026,2.173387200439453,77.5141000008583,37.89,0.78125
1595391792.47,3.0,subject_004,trial_001,3.9599990844726562,56.0,31.0,12.410418090820311,2.129922157949448,77.5394000005722,37.87,0.78125
1595391793.47,4.0,subject_004,trial_001,3.0,56.040000915527344,31.959999084472656,64.34840179443358,2.1291546423435213,77.5594000005722,37.89,0.78125
1595391794.47,5.0,subject_004,trial_001,2.0400009155273438,57.0,31.0,38.14439849853516,2.1898716005859375,77.5605999994278,37.89,0.78125
1595391795.47,6.0,subject_004,trial_001,3.0,60.0,23.959999084472656,27.778398132324217,2.2233526416110996,77.48889999628067,37.91,0.78125
1595391796.47,7.0,subject_004,trial_001,43.08000183105469,2.9199981689453125,-52.959999084472656,17.31679168701172,2.207635757070541,77.36359999656678,37.91,0.78125
1595391797.47,8.0,subject_004,trial_001,53.0,-13.0,-28.959999084472656,-6.056776580810547,1.9279085953130723,77.24359999656677,37.93,0.78125
1595391798.47,9.0,subject_004,trial_001,52.91999816894531,-16.0,-33.0,-53.584001007080076,1.9342563941411972,77.10949999570848,37.91,0.78125
1595391799.47,10.0,subject_004,trial_001,63.0,-12.0,0.2400054931640625,-78.16718688964843,1.8369862414646148,76.94539999485016,37.91,0.78125
1595391800.47,11.0,subject_004,trial_001,5.959999084472656,-8.0,61.959999084472656,-151.6512075805664,2.188950121464729,76.75599999427796,37.89,0.78125
1595391801.47,12.0,subject_004,trial_001,19.959999084472656,-11.959999084472656,56.91999816894531,-23.66042175292969,2.256322078242302,76.53249999284745,37.87,0.78125
1595391802.47,13.0,subject_004,trial_001,59.0,-11.040000915527344,7.0,6.397195587158203,2.132892,76.24489999055862,37.89,0.78125
1595391803.47,14.0,subject_004,trial_001,60.0,-17.040000915527344,-3.0,84.3324609375,2.0694106370706558,75.91959999084472,37.84,0.78125
1595391804.47,15.0,subject_004,trial_001,60.0,-12.959999084472656,-4.0,7.299224700927734,2.0666460797071458,75.58549998998642,37.87,0.78125
1595391805.47,16.0,subject_004,trial_001,60.87999725341797,-14.0,-10.120002746582031,-18.843194580078123,2.0563049210252764,75.22609998941422,37.84,0.78125
1595391806.47,17.0,subject_004,trial_001,60.959999084472656,-16.0,-18.240005493164062,81.53560470581054,2.238403805565834,74.86079998970033,37.87,0.78125
1595391807.47,18.0,subject_004,trial_001,57.0,-17.0,-22.0,-179.84361724853517,2.125366116191864,74.52899999141694,37.87,0.78125
1595391808.47,19.0,subject_004,trial_001,56.040000915527344,-17.0,-21.959999084472656,5.203993225097657,2.0150413576564787,74.22899999141693,37.83,0.78125
