timestamp,elapsed_seconds,subject_id,trial_id,acc_x,acc_y,acc_z,bvp,eda,hr,temp,ibi
1594845968.23,0.0,subject_003,trial_002,-52.63999938964844,35.63999938964844,25.0,10.88119598388672,0.225351,80.86299998283386,31.29,0.84375
1594845969.23,1.0,subject_003,trial_002,-38.75999450683594,19.520004272460938,37.0,9.76160186767578,0.222791,79.9652999830246,31.31,0.84375
1594845970.23,2.0,subject_003,trial_002,2.0,0.839996337890625,60.52000427246094,-57.11000549316406,0.2225861201953888,79.10059998512268,31.29,0.84375
1594845971.23,3.0,subject_003,trial_002,-15.0,-5.0,60.36000061035156,11.381582946777343,0.22012752009773257,78.30909998416901,31.23,0.84375
1594845972.23,4.0,subject_003,trial_002,-18.0,-5.6399993896484375,60.0,-0.9559994506835937,0.22151,77.4652999830246,31.11,0.84375
1594845973.23,5.0,subject_003,trial_002,-19.639999389648438,-5.3600006103515625,59.0,-20.340001220703126,0.22161247990226746,76.57069998264313,31.05,0.84375
1594845974.23,6.0,subject_003,trial_002,-21.0,-5.6399993896484375,59.0,7.473600769042969,0.22268852009773255,75.6652999830246,30.99,0.84375
1594845975.23,7.0,subject_003,trial_002,-21.360000610351562,-6.0,59.0,11.477998352050781,0.22140760009765625,74.78219998359681,30.97,0.84375
1594845976.23,8.0,subject_003,trial_002,-22.0,-6.0,59.0,9.597198791503907,0.22023,73.94979998588562,30.93,0.84375
1594845977.23,9.0,subject_003,trial_002,-22.0,-6.0,58.36000061035156,-10.519601745605469,0.22023,73.21209998607635,30.91,0.90625
1594845978.23,10.0,subject_003,trial_002,-21.360000610351562,-6.0,58.36000061035156,-19.768402099609375,0.22012752009773257,72.4314999818802,30.91,0.828125
1594845979.23,11.0,subject_003,trial_002,-22.0,-6.0,59.0,-15.327195434570312,0.218949,71.58039999008179,30.91,0.90625
1594845980.23,12.0,subject_003,trial_002,-22.0,-6.0,59.0,9.695600891113282,0.21777139990234376,71.12709999561311,30.89,0.84375
1594845981.23,13.0,subject_003,trial_002,-21.0,-6.0,59.0,14.613200378417968,0.22012752009773257,70.89939999580383,30.89,0.84375
1594845982.23,14.0,subject_003,trial_002,-22.0,-6.0,58.63999938964844,6.04119873046875,0.21777139990234376,70.71159999847413,30.87,0.859375
1594845983.23,15.0,subject_003,trial_002,-22.0,-6.0,58.63999938964844,-15.387998962402344,0.218949,70.63389999866486,30.89,0.703125
1594845984.23,16.0,subject_003,trial_002,-22.0,-6.0,59.0,12.468799743652344,0.21905147990226745,70.5661999988556,30.87,0.71875
1594845985.23,17.0,subject_003,trial_002,-22.0,-6.0,58.36000061035156,11.159198303222656,0.21756660009765624,70.50389999866485,30.87,0.8125
1594845986.23,18.0,subject_003,trial_002,-22.0,-6.0,58.63999938964844,2.2975994873046877,0.21756660009765624,70.43849999904633,30.85,0.875
1594845987.23,19.0,subject_003,trial_002,-22.0,-6.6399993896484375,58.36000061035156,-5.699201965332032,0.215108,70.38849999904633,30.87,0.90625
1594845988.23,20.0,subject_003,trial_002,-22.0,-6.0,58.0,-13.9815966796875,0.21393039990234375,70.34539999961852,30.87,0.796875
1594845989.23,21.0,subject_003,trial_002,-22.639999389648438,-6.0,58.0,7.853600769042968,0.213828,70.33460000038147,30.87,0.765625
1594845990.23,22.0,subject_003,trial_002,-22.0,-6.6399993896484375,59.0,9.524398193359374,0.213828,70.3569000005722,30.85,0.765625
1594845991.23,23.0,subject_003,trial_002,-23.0,-7.0,58.0,-0.9104019165039063,0.2136231201953888,70.38920000076294,30.85,0.859375
1594845992.23,24.0,subject_003,trial_002,-23.0,-7.0,58.0,-14.725203247070313,0.2136231201953888,70.43150000095368,30.85,0.875
1594845993.23,25.0,subject_003,trial_002,-23.0,-7.0,58.0,5.111200256347656,0.211267,70.4838000011444,30.83,0.75
1594845994.23,26.0,subject_003,trial_002,-23.0,-6.6399993896484375,58.0,0.7695977783203125,0.211267,70.55300000190735,30.83,0.703125
1594845995.23,27.0,subject_003,trial_002,-23.0,-7.0,58.0,-17.077197875976562,0.21008939990234377,70.65070000171661,30.81,0.75
1594845996.23,28.0,subject_003,trial_002,-23.0,-7.0,58.0,6.554401550292969,0.20988452009773256,70.73840000152587,30.83,0.8125
1594845997.23,29.0,subject_003,trial_002,-23.0,-7.0,58.0,10.310399780273437,0.208706,70.82300000190735,30.81,0.828125
1594845998.23,30.0,subject_003,trial_002,-23.0,-7.0,58.0,-3.3080014038085936,0.207426,70.92760000228883,30.81,0.796875
1594845999.23,31.0,subject_003,trial_002,-23.0,-7.0,58.0,-2.9167965698242186,0.20860360009765624,71.04300000190734,30.81,0.734375
1594846000.23,32.0,subject_003,trial_002,-24.0,-7.0,58.0,12.030400390625,0.20624747990226744,71.14300000190735,30.81,0.734375
1594846001.23,33.0,subject_003,trial_002,-24.360000610351562,-6.3600006103515625,58.0,6.603199462890625,0.206145,71.25450000286102,30.81,0.796875
1594846002.23,34.0,subject_003,trial_002,-23.0,-7.0,58.0,-8.141603393554687,0.20604260009765624,71.39530000209808,30.79,0.8125
1594846003.23,35.0,subject_003,trial_002,-23.0,-7.0,58.0,-14.337200012207031,0.20604260009765624,71.50300000190735,30.81,0.828125
1594846004.23,36.0,subject_003,trial_002,-23.0,-7.0,58.0,5.364399719238281,0.203585,71.60300000190735,30.79,0.78125
1594846005.23,37.0,subject_003,trial_002,-24.0,-7.0,58.0,1.5883993530273437,0.203585,71.70760000228883,30.75,0.71875
1594846006.23,38.0,subject_003,trial_002,-23.639999389648438,-7.0,58.0,3.343603820800781,0.203585,71.82300000190735,30.77,0.6875
1594846007.23,39.0,subject_003,trial_002,-23.639999389648438,-7.0,58.0,13.111599426269532,0.20220160009765625,71.92760000228883,30.77,0.703125
1594846008.23,40.0,subject_003,trial_002,-24.0,-7.0,58.0,0.8435983276367187,0.202304,72.04530000209807,30.79,0.78125
1594846009.23,41.0,subject_003,trial_002,-24.0,-7.0,58.0,-11.873601684570312,0.202304,72.15760000228882,30.77,0.859375
1594846010.23,42.0,subject_003,trial_002,-23.639999389648438,-7.0,58.0,-19.801996154785158,0.201024,72.26840000152588,30.75,0.875
1594846011.23,43.0,subject_003,trial_002,-23.0,-7.0,58.0,7.318401794433594,0.20092152009773256,72.33,30.77,0.859375
1594846012.23,44.0,subject_003,trial_002,-23.0,-7.0,58.0,9.70360137939453,0.198463,72.32769999980927,30.75,0.875
1594846013.23,45.0,subject_003,trial_002,-23.0,-7.0,58.0,10.131599426269531,0.198463,72.32230000019072,30.73,0.84375
1594846014.23,46.0,subject_003,trial_002,-23.639999389648438,-7.0,58.0,-7.386401977539062,0.2008191201953888,72.33920000076294,30.73,0.8125
1594846015.23,47.0,subject_003,trial_002,-24.0,-7.0,58.0,7.436400146484375,0.19953820019531252,72.3769000005722,30.73,0.703125
1594846016.23,48.0,subject_003,trial_002,-23.639999389648438,-6.3600006103515625,58.0,4.282398986816406,0.197183,72.44140000343323,30.73,0.703125
1594846017.23,49.0,subject_003,trial_002,-23.639999389648438,-7.0,58.0,-19.27320281982422,0.19728539990234376,72.61220000267029,30.73,0.75
1594846018.23,50.0,subject_003,trial_002,-23.0,-7.0,58.0,-5.404795837402344,0.197183,72.75680000305175,30.71,0.875
1594846019.23,51.0,subject_003,trial_002,-23.0,-7.0,58.0,9.436400451660155,0.197183,72.92370000362396,30.69,0.8125
1594846020.23,52.0,subject_003,trial_002,-23.0,-7.0,58.0,2.869197998046875,0.197183,73.11140000343322,30.69,0.765625
1594846021.23,53.0,subject_003,trial_002,-23.0,-7.0,58.0,-12.963196105957032,0.19600447990226744,73.2960000038147,30.71,0.734375
1594846022.23,54.0,subject_003,trial_002,-23.0,-7.0,58.0,12.826401062011719,0.19579960009765623,73.4960000038147,30.71,0.796875
1594846023.23,55.0,subject_003,trial_002,-23.0,-7.0,58.0,12.948799743652344,0.19472439990234375,73.67990000247956,30.69,0.828125
1594846024.23,56.0,subject_003,trial_002,-23.639999389648438,-7.0,58.0,2.8555984497070312,0.194622,73.80760000228882,30.67,0.84375
1594846025.23,57.0,subject_003,trial_002,-23.0,-7.0,58.0,-11.527997741699219,0.1956971201953888,73.91840000152588,30.67,0.734375
1594846026.23,58.0,subject_003,trial_002,-23.0,-7.0,58.0,6.087200317382813,0.19451952009773255,74.00760000228883,30.65,0.703125
1594846027.23,59.0,subject_003,trial_002,-24.0,-7.0,57.36000061035156,-13.466402282714844,0.193341,74.12300000190734,30.65,0.671875
1594846028.23,60.0,subject_003,trial_002,-23.0,-7.0,58.0,7.421200866699219,0.19344347990226746,74.21840000152588,30.65,0.71875
1594846029.23,61.0,subject_003,trial_002,-23.0,-7.0,58.0,10.731199035644531,0.19216339990234377,74.30760000228882,30.65,0.78125
1594846030.23,62.0,subject_003,trial_002,-23.0,-7.0,58.0,11.847598876953125,0.193341,74.41840000152588,30.63,0.84375
1594846031.23,63.0,subject_003,trial_002,-23.0,-7.0,58.0,-15.10439971923828,0.19451952009773255,74.5122000026703,30.63,0.765625
1594846032.23,64.0,subject_003,trial_002,-23.0,-7.0,58.0,7.749200134277344,0.193341,74.66140000343323,30.67,0.71875
1594846033.23,65.0,subject_003,trial_002,-23.0,-7.0,58.0,-9.580802001953124,0.19216339990234377,74.8460000038147,30.63,0.6875
1594846034.23,66.0,subject_003,trial_002,-23.0,-7.0,58.0,3.43360107421875,0.192061,75.0460000038147,30.65,0.734375
1594846035.23,67.0,subject_003,trial_002,-23.0,-7.0,58.0,12.670399169921875,0.192061,75.22990000247955,30.63,0.8125
1594846036.23,68.0,subject_003,trial_002,-23.0,-7.0,58.0,1.0279983520507812,0.1931361201953888,75.3691000032425,30.65,0.8125
1594846037.23,69.0,subject_003,trial_002,-23.0,-7.0,58.0,-10.521996459960938,0.19067760009765625,75.53450000286102,30.61,0.703125
1594846038.23,70.0,subject_003,trial_002,-23.360000610351562,-7.0,58.0,4.586000366210937,0.18960239990234376,75.69140000343323,30.61,0.703125
1594846039.23,71.0,subject_003,trial_002,-23.0,-7.0,58.0,-18.696002502441406,0.18939760009765624,75.87370000362397,30.59,0.6875
1594846040.23,72.0,subject_003,trial_002,-23.0,-7.0,58.0,9.182801208496095,0.1895,76.06140000343322,30.61,0.75
1594846041.23,73.0,subject_003,trial_002,-23.0,-7.0,58.0,13.53599853515625,0.18939760009765624,76.24140000343323,30.61,0.796875
1594846042.23,74.0,subject_003,trial_002,-23.0,-7.0,58.0,-0.8948022460937499,0.1895,76.40760000228882,30.59,0.8125
1594846043.23,75.0,subject_003,trial_002,-23.0,-8.0,58.0,-21.2456005859375,0.1895,76.52760000228882,30.61,0.8125
1594846044.23,76.0,subject_003,trial_002,-23.0,-8.0,58.0,7.355600280761719,0.1895,76.64990000247955,30.61,0.734375
1594846045.23,77.0,subject_003,trial_002,-23.0,-7.0,58.0,-4.780801696777344,0.1895,76.78450000286102,30.59,0.671875
1594846046.23,78.0,subject_003,trial_002,-23.0,-7.0,58.0,6.158399963378907,0.19057520019531252,76.9391000032425,30.59,0.6875
1594846047.23,79.0,subject_003,trial_002,-23.0,-7.0,58.0,5.060398254394531,0.1918561201953888,77.10450000286102,30.57,0.71875
1594846048.23,80.0,subject_003,trial_002,-23.0,-7.0,58.0,-22.887602233886717,0.19067760009765625,77.24530000209808,30.61,0.75
1594846049.23,81.0,subject_003,trial_002,-23.0,-8.0,58.0,9.122000732421874,0.18832239990234376,77.35300000190735,30.59,0.765625
1594846050.23,82.0,subject_003,trial_002,-23.0,-7.0,58.0,4.153198852539063,0.19088247990226745,77.45760000228883,30.59,0.765625
1594846051.23,83.0,subject_003,trial_002,-23.0,-7.0,58.0,-7.583196411132812,0.19078,77.58910000324249,30.57,0.6875
1594846052.23,84.0,subject_003,trial_002,-23.0,-7.0,58.0,7.276399841308594,0.1895,77.76140000343322,30.59,0.6875
1594846053.23,85.0,subject_003,trial_002,-23.0,-7.0,58.0,-17.031203308105468,0.1895,77.9391000032425,30.57,0.703125
1594846054.23,86.0,subject_003,trial_002,-23.0,-7.0,58.0,9.068800659179688,0.18960239990234376,78.09990000247954,30.55,0.734375
1594846055.23,87.0,subject_003,trial_002,-23.0,-7.0,58.0,4.37079833984375,0.192061,78.22990000247955,30.57,0.734375
1594846056.23,88.0,subject_003,trial_002,-23.0,-8.0,58.0,-17.605999145507813,0.19451952009773255,78.35760000228882,30.55,0.734375
1594846057.23,89.0,subject_003,trial_002,-22.639999389648438,-7.6399993896484375,58.0,7.2284002685546875,0.19579960009765623,78.47990000247955,30.57,0.6875
1594846058.23,90.0,subject_003,trial_002,-23.0,-7.0,58.63999938964844,-13.1980029296875,0.19708052009773255,78.61220000267029,30.53,0.671875
1594846059.23,91.0,subject_003,trial_002,-22.639999389648438,-7.0,58.0,5.791201171875,0.197183,78.74990000247955,30.51,0.703125
1594846060.23,92.0,subject_003,trial_002,-23.0,-7.0,58.0,-1.0996017456054688,0.197183,78.87760000228882,30.55,0.703125
1594846061.23,93.0,subject_003,trial_002,-23.0,-7.0,58.0,-15.33679656982422,0.19728539990234376,78.98840000152587,30.55,0.765625
