timestamp,elapsed_seconds,subject_id,trial_id,acc_x,acc_y,acc_z,bvp,eda,hr,temp,ibi
1594419000.73,0.0,subject_002,trial_002,-31.44000244140625,58.0,12.199996948242188,-239.9460076904297,0.11745108039093018,78.89159999847412,34.43,0.90625
1594419001.73,1.0,subject_002,trial_002,-37.55999755859375,45.44000244140625,12.720001220703125,-59.94918182373047,0.08337447990226746,78.81889999866486,34.34,0.90625
1594419002.73,2.0,subject_002,trial_002,-20.919998168945312,3.0,56.720001220703125,-60.94359039306641,0.09972104019546509,78.74889999866485,34.47,0.90625
1594419003.73,3.0,subject_002,trial_002,-33.08000183105469,-0.44000244140625,53.0,10.969997863769532,0.10002847990226746,78.65699999809264,34.43,0.90625
1594419004.73,4.0,subject_002,trial_002,-32.36000061035156,-3.3600006103515625,54.36000061035156,-5.840384826660156,0.10366652009773254,78.58619999885559,34.45,0.90625
1594419005.73,5.0,subject_002,trial_002,-33.0,-3.0,54.0,-26.721996459960938,0.103769,78.46049999713898,34.45,0.90625
1594419006.73,6.0,subject_002,trial_002,-36.0,-4.0,53.0,3.6844030761718747,0.10515247990226746,78.33239999771118,34.47,0.90625
1594419007.73,7.0,subject_002,trial_002,-37.0,-3.0,52.0,10.176800537109376,0.10505,78.19049999713899,34.45,0.90625
1594419008.73,8.0,subject_002,trial_002,-37.0,-3.0,51.36000061035156,-5.4252011108398435,0.106331,78.04049999713898,34.43,0.90625
1594419009.73,9.0,subject_002,trial_002,-37.36000061035156,-2.3600006103515625,51.36000061035156,-13.136399841308593,0.106331,77.92699999809265,34.41,0.90625
1594419010.73,10.0,subject_002,trial_002,-37.0,-3.0,51.0,11.505200805664062,0.10750952009773254,77.80509999752044,34.39,0.765625
1594419011.73,11.0,subject_002,trial_002,-38.0,-3.0,51.0,12.111200256347656,0.10515247990226746,77.77730000019073,34.39,0.859375
1594419012.73,12.0,subject_002,trial_002,-38.0,-2.3600006103515625,51.0,3.5271987915039062,0.10868896019554139,77.77269999980926,34.39,0.890625
1594419013.73,13.0,subject_002,trial_002,-38.63999938964844,-3.0,50.36000061035156,-0.3724005126953125,0.107612,77.77730000019073,34.37,0.875
1594419014.73,14.0,subject_002,trial_002,-39.0,-2.3600006103515625,50.36000061035156,-8.305599670410157,0.10750952009773254,77.77269999980926,34.34,0.90625
